timestamp,happy,sad,anger,fear,surprise,text,keystroke_type,key1,key2,time_ms
2025-04-25T09:32:16.936Z,90,59,55,80,78,"je suis amine ben etaujourdhui je suis hapyyy",release-release,e, ,76.09999999403954
2025-04-25T09:32:16.936Z,90,59,55,80,78,"je suis amine ben etaujourdhui je suis hapyyy",press-press, ,s,215.59999999403954
2025-04-25T09:32:16.936Z,90,59,55,80,78,"je suis amine ben etaujourdhui je suis hapyyy",release-press, ,s,133.5
2025-04-25T09:32:16.936Z,90,59,55,80,78,"je suis amine ben etaujourdhui je suis hapyyy",press-press,s,u,88
2025-04-25T09:32:16.936Z,90,59,55,80,78,"je suis amine ben etaujourdhui je suis hapyyy",release-press, ,u,221.5
2025-04-25T09:32:16.936Z,90,59,55,80,78,"je suis amine ben etaujourdhui je suis hapyyy",press-release,,,127.40000000596046
2025-04-25T09:32:16.936Z,90,59,55,80,78,"je suis amine ben etaujourdhui je suis hapyyy",release-release, ,s,260.90000000596046
2025-04-25T09:32:16.936Z,90,59,55,80,78,"je suis amine ben etaujourdhui je suis hapyyy",press-release,,,75.30000001192093
2025-04-25T09:32:16.936Z,90,59,55,80,78,"je suis amine ben etaujourdhui je suis hapyyy",release-release,s,u,35.900000005960464
2025-04-25T09:32:16.936Z,90,59,55,80,78,"je suis amine ben etaujourdhui je suis hapyyy",press-press,u,i,201.5
2025-04-25T09:32:16.936Z,90,59,55,80,78,"je suis amine ben etaujourdhui je suis hapyyy",release-press,u,i,126.19999998807907
2025-04-25T09:32:16.936Z,90,59,55,80,78,"je suis amine ben etaujourdhui je suis hapyyy",press-release,,,86.80000001192093
2025-04-25T09:32:16.936Z,90,59,55,80,78,"je suis amine ben etaujourdhui je suis hapyyy",release-release,u,i,213
2025-04-25T09:32:16.936Z,90,59,55,80,78,"je suis amine ben etaujourdhui je suis hapyyy",press-press,i,s,174.09999999403954
2025-04-25T09:32:16.936Z,90,59,55,80,78,"je suis amine ben etaujourdhui je suis hapyyy",release-press,i,s,87.2999999821186
2025-04-25T09:32:16.936Z,90,59,55,80,78,"je suis amine ben etaujourdhui je suis hapyyy",press-release,,,144.10000002384186
2025-04-25T09:32:16.936Z,90,59,55,80,78,"je suis amine ben etaujourdhui je suis hapyyy",release-release,i,s,231.40000000596046
2025-04-25T09:32:16.936Z,90,59,55,80,78,"je suis amine ben etaujourdhui je suis hapyyy",press-press,s, ,148.10000002384186
2025-04-25T09:32:16.936Z,90,59,55,80,78,"je suis amine ben etaujourdhui je suis hapyyy",release-press,s, ,4
2025-04-25T09:32:16.936Z,90,59,55,80,78,"je suis amine ben etaujourdhui je suis hapyyy",press-release,,,86.7999999821186
2025-04-25T09:32:16.936Z,90,59,55,80,78,"je suis amine ben etaujourdhui je suis hapyyy",release-release,s, ,90.7999999821186
2025-04-25T09:32:16.936Z,90,59,55,80,78,"je suis amine ben etaujourdhui je suis hapyyy",press-press, ,t,338
2025-04-25T09:32:16.936Z,90,59,55,80,78,"je suis amine ben etaujourdhui je suis hapyyy",release-press, ,t,251.2000000178814
2025-04-25T09:32:16.936Z,90,59,55,80,78,"je suis amine ben etaujourdhui je suis hapyyy",press-release,,,56.69999998807907
2025-04-25T09:32:16.936Z,90,59,55,80,78,"je suis amine ben etaujourdhui je suis hapyyy",release-release, ,t,307.90000000596046
2025-04-25T09:32:16.936Z,90,59,55,80,78,"je suis amine ben etaujourdhui je suis hapyyy",press-press,t,Backspace,406.7999999821186
2025-04-25T09:32:16.936Z,90,59,55,80,78,"je suis amine ben etaujourdhui je suis hapyyy",release-press,t,Backspace,350.09999999403954
2025-04-25T09:32:16.936Z,90,59,55,80,78,"je suis amine ben etaujourdhui je suis hapyyy",press-release,,,63.30000001192093
2025-04-25T09:32:16.936Z,90,59,55,80,78,"je suis amine ben etaujourdhui je suis hapyyy",release-release,t,Backspace,413.40000000596046
2025-04-25T09:32:16.936Z,90,59,55,80,78,"je suis amine ben etaujourdhui je suis hapyyy",press-press,Backspace,h,311.5
2025-04-25T09:32:16.936Z,90,59,55,80,78,"je suis amine ben etaujourdhui je suis hapyyy",release-press,Backspace,h,248.19999998807907
2025-04-25T09:32:16.936Z,90,59,55,80,78,"je suis amine ben etaujourdhui je suis hapyyy",press-release,,,71.40000000596046
2025-04-25T09:32:16.936Z,90,59,55,80,78,"je suis amine ben etaujourdhui je suis hapyyy",release-release,Backspace,h,319.59999999403954
2025-04-25T09:32:16.936Z,90,59,55,80,78,"je suis amine ben etaujourdhui je suis hapyyy",press-press,h,a,138.90000000596046
2025-04-25T09:32:16.936Z,90,59,55,80,78,"je suis amine ben etaujourdhui je suis hapyyy",release-press,h,a,67.5
2025-04-25T09:32:16.936Z,90,59,55,80,78,"je suis amine ben etaujourdhui je suis hapyyy",press-release,,,139.69999998807907
2025-04-25T09:32:16.936Z,90,59,55,80,78,"je suis amine ben etaujourdhui je suis hapyyy",release-release,h,a,207.19999998807907
2025-04-25T09:32:16.936Z,90,59,55,80,78,"je suis amine ben etaujourdhui je suis hapyyy",press-press,a,p,465.5
2025-04-25T09:32:16.936Z,90,59,55,80,78,"je suis amine ben etaujourdhui je suis hapyyy",release-press,a,p,325.80000001192093
2025-04-25T09:32:16.936Z,90,59,55,80,78,"je suis amine ben etaujourdhui je suis hapyyy",press-release,,,82.40000000596046
2025-04-25T09:32:16.936Z,90,59,55,80,78,"je suis amine ben etaujourdhui je suis hapyyy",release-release,a,p,408.2000000178814
2025-04-25T09:32:16.936Z,90,59,55,80,78,"je suis amine ben etaujourdhui je suis hapyyy",press-press,p,y,373
2025-04-25T09:32:16.936Z,90,59,55,80,78,"je suis amine ben etaujourdhui je suis hapyyy",release-press,p,y,290.59999999403954
2025-04-25T09:32:16.936Z,90,59,55,80,78,"je suis amine ben etaujourdhui je suis hapyyy",press-release,,,74.59999999403954
2025-04-25T09:32:16.936Z,90,59,55,80,78,"je suis amine ben etaujourdhui je suis hapyyy",release-release,p,y,365.19999998807907
2025-04-25T09:32:16.936Z,90,59,55,80,78,"je suis amine ben etaujourdhui je suis hapyyy",press-press,y,y,259
2025-04-25T09:32:16.936Z,90,59,55,80,78,"je suis amine ben etaujourdhui je suis hapyyy",release-press,y,y,184.40000000596046
2025-04-25T09:32:16.936Z,90,59,55,80,78,"je suis amine ben etaujourdhui je suis hapyyy",press-release,,,98.69999998807907
2025-04-25T09:32:16.936Z,90,59,55,80,78,"je suis amine ben etaujourdhui je suis hapyyy",release-release,y,y,283.09999999403954
2025-04-25T09:32:16.936Z,90,59,55,80,78,"je suis amine ben etaujourdhui je suis hapyyy",press-press,y,y,435
2025-04-25T09:32:16.936Z,90,59,55,80,78,"je suis amine ben etaujourdhui je suis hapyyy",release-press,y,y,336.30000001192093
2025-04-25T09:32:16.936Z,90,59,55,80,78,"je suis amine ben etaujourdhui je suis hapyyy",press-release,,,76.5
2025-04-25T09:32:16.936Z,90,59,55,80,78,"je suis amine ben etaujourdhui je suis hapyyy",release-release,y,y,412.80000001192093
